smiles,parent1_id,reaction_id,zinc_id,source,generation,parent2_id,compound_id,fitness
COC[C@@H](C)OC(=O)c1ccccc1-c1nc2ccc(OC)cc2cc1CN(Cc1ccc(F)cc1)C(=O)C1CC1,36.0,89,ZINC001606798926,mutation,"[1, 2, 3]",,51.0,0.7900276247021996
COc1ccccc1CNC(=S)N(Cc1ccc(Cn2cncn2)cc1)C(=O)CC=Cc1ccc(C)cc1,46.0,32,ZINC000002168498,mutation,"[1, 2]",,69.0,0.7202373985925169
Cc1ccc(-n2c(SCC(=O)N3CCCC[C@H]3C)nnc2-c2ccccc2)cc1,,,,initial,"[0, 1, 2, 3]",,21.0,0.8527971886014298
COc1ccc2nc(S[C@@H]3CCCN(C)C3)c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c1,36.0,20,ZINC000004362906,mutation,"[1, 2]",,68.0,0.23021648018134186
CCCC(C)(C)Oc1ccc(OC)c(S(=O)(=O)N[C@H](c2ccccc2)c2ccccn2)c1,4.0,19,ZINC000001648167,mutation,"[1, 2]",,50.0,0.4112746396219332
COc1ccc2nc(Cl)c(C(C)N3CCN(c4nc(C)c(CC(C)C)c(C)n4)CC3)cc2c1,36.0,,,crossover,"[1, 2]",35.0,75.0,0.1843033453147082
Cc1ccc(-n2c(SCC(=O)N3CCCC[C@H]3C)nnc2-c2ccccc2)c(N[C@H](C)C(=O)NC(C)(C)C)c1,21.0,,,crossover,"[1, 2]",0.0,70.0,-0.15660262051657162
CC[C@@H](C)CC(=O)N(C[C@H]1Cc2cccc(-c3ccncc3)c2O1)C(=S)Nc1ccc(OC)c(OC)c1,44.0,32,ZINC000000164235,mutation,"[1, 2]",,58.0,-0.3957442832781771
[N-]=[N+]=Nc1cc(-c2cccc(C(=O)NC3CC3)c2)ccc1C=O,39.0,6,,mutation,"[1, 2]",,54.0,0.3814923880251109
CC[C@H](C)N(CCCSC(=O)c1ccccc1-c1nc2ccc(OC)cc2cc1CN(Cc1ccc(F)cc1)C(=O)C1CC1)C(=S)Nc1cc(Cl)c(OC)cc1OC,55.0,94,ZINC000002169693,mutation,"[3, 4, 5]",,100.0,1.4071528295915245
COc1ccc2nc(C3(O)C=C[C@H](OC(C)C)C3)c(CN(Cc3ccc(F)cc3)C(=O)CC=Cc3ccc(C)cc3)cc2c1,85.0,81,ZINC000238201136,mutation,[3],,101.0,-0.4406384200194678
COc1ccc2nc(C3=C(c4ccc(F)c(F)c4)CCC3)c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c1,36.0,78,ZINC001250565007,mutation,"[3, 4, 5]",,102.0,1.5623382265867112
CCC(=O)CO[C@H](CCl)CS(=O)(=O)N1CN(Cc2ccc(CN(C(=O)CC=Cc3ccc(C)cc3)C(=S)NCc3ccccc3OC)cc2)N(C(=O)Oc2ccc(-c3ccccc3)cc2)C1,53.0,84,ZINC001204871440,mutation,[3],,103.0,-0.439719017669447
COc1ccc(-c2ccc(F)c3nc(CC=Cc4ccc(C)cc4)n(Cc4ccc(Cn5cncn5)cc4)c(=O)c23)cc1O,59.0,67,ZINC000169746681,mutation,[3],,104.0,0.47027584207757744
COc1ccc2nc(-c3ccccc3C(=O)OC[C@@H]3CNC[C@@H]3N)c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c1,51.0,24,ZINC000034453967,mutation,[3],,105.0,-1.3342808631636693
COc1ccccc1CNC(=S)N(Cc1ccc(CN2CNCN2C(=O)C2(N)CCCCC2)cc1)C(=O)CC=Cc1ccc(C)cc1,69.0,13,ZINC000000116197,mutation,[3],,106.0,-0.8450028468768379
CCOc1cc2nc([C@H](C)N(C(=O)c3cc(N)ncn3)c3cccc(COC)c3)n(-c3ccc(F)c(F)c3F)c(=O)c2cc1OCC,65.0,23,ZINC000039057680,mutation,[3],,107.0,-0.9015939625146012
COC[C@@H](N)C(=O)N(C(=O)c1cccc(-c2ccc(-c3nc4c([N+](=O)[O-])cc(C)cc4s3)c(N=[N+]=[N-])c2)c1)C1CC1,62.0,13,ZINC000001691081,mutation,[3],,108.0,-0.960560033402386
CNCC#CCOC(=O)c1ccccc1-c1nc2ccc(OC)cc2cc1CN(Cc1ccc(F)cc1)C(=O)C1CC1,70.0,24,ZINC000034200225,mutation,[3],,109.0,0.09017899705867849
COc1cc(-c2cc(NC(=O)N3CCCC3)cc(C(=O)NC3CC3)c2)ccc1-c1n~c2c(F)cc(F)cc2s1,78.0,40,ZINC000039088902,mutation,[3],,110.0,-0.5465757347157515
CCCC(C)(C)Oc1ccc(OC)c(S(=O)(=O)N(C[C@@H]2COC[C@@H]2C)[C@H](c2ccccc2)c2ccccn2)c1,50.0,72,ZINC000066054519,mutation,[3],,111.0,-1.079909844132515
N#Cc1cc(-c2cccc(C(=O)NC3CC3)c2)ccc1C=O,88.0,7,,mutation,[3],,112.0,-0.1067524053045743
CCCC(C)(C)Oc1ccc(OC)c(S(=O)(=O)N(CC(F)=COC)C(c2ccc(-n3c(SCC(=O)N4CCCC[C@H]4C)nnc3-c3ccccc3)cc2)c2ccccn2)c1,73.0,72,ZINC000095611781,mutation,[3],,113.0,-0.094853740528003
COc1ccc2nc(N[C@@H]3CCC[C@@H]3O)c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c1S(=O)(=O)N[C@H](c1ccccc1)c1ccccn1,79.0,87,ZINC000005018225,mutation,[3],,114.0,-1.2034607996928663
Cc1nc(C=Cc2ccc(-c3cccc(C(=O)NC4CC4)c3)cc2N=[N+]=[N-])co1,54.0,86,ZINC000036533174,mutation,[3],,115.0,0.1781691131499485
CC=C(C)C(=O)N(c1cc(C)ccc1-n1c(SCC(=O)N2CCCC(Sc3nc4ccc(OC)cc4cc3CN(Cc3ccc(F)cc3)C(=O)C3CC3)C2C)nnc1-c1ccccc1)[C@H](C)C(=O)NC(C)(C)C,71.0,26,ZINC000059727325,mutation,[3],,116.0,-0.1294540981907346
COc1ccc2nc(-c3cc(C)cc(F)n3)c(CN(Cc3ccc(F)cc3)C(=O)CC=Cc3ccc(C)cc3)cc2c1,85.0,79,ZINC000021981910,mutation,"[3, 4]",,117.0,1.4889908811129473
CC[C@H](C)Nc1ccccc1CSC(=O)c1ccccc1-c1nc2ccc(OC)cc2cc1CN(Cc1ccc(F)cc1)C(=O)C1CC1,70.0,25,ZINC001168003426,mutation,"[3, 4, 5]",,118.0,1.4408818851874363
CC=C(CC)C(=O)N(Cc1ccccc1OC)C(=S)N(Cc1ccc(Cn2cncn2)cc1)C(=O)CC=Cc1ccc(C)cc1,69.0,23,ZINC000077292364,mutation,[3],,119.0,0.2260427936338836
CCCC(C)(C)Oc1ccc(OC)c(S(=O)(=O)NC(c2ccc(-n3c(SCC(=O)N4CCCC[C@H]4C)nnc3-c3ccccc3)cc2)c2ccccn2)c1,36.0,,,crossover,[3],73.0,120.0,0.01684016273915523
COc1ccc2nc(Cl)c(CN(C(=O)CC=Cc3ccc(C)cc3)C(=O)c3ccc(F)c(Cl)c3)cc2c1,85.0,,,crossover,"[3, 4]",80.0,121.0,1.3689079826728467
CC[C@H](C)NCCCSC(=O)c1ccc(OC)c(C(O)c2cccc3[nH]cnc23)c1-c1nc2ccc(OC)cc2cc1CN(Cc1ccc(F)cc1)C(=O)C1CC1,55.0,,,crossover,[3],51.0,122.0,-0.1905500433707341
COc1ccc2nc(Cl)c(C(C)N3CCN(c4nc(C)c(CC(C)C)c(C)n4)CC3)cc2c1,59.0,,,crossover,[3],76.0,123.0,-0.24247685634551047
COc1cc(-c2cccc(C(=O)NC3CC3)c2)cc(N=[N+]=[N-])c1-c1nc2c([N+](=O)[O-])cc(C)cc2s1,62.0,,,crossover,[3],51.0,124.0,0.7079068505189626
COC[C@@H](C)OC(=O)c1ccc(C(=O)NC2CC2)cc1-c1ccc(C=O)c(N=[N+]=[N-])c1,51.0,,,crossover,[3],54.0,125.0,-1.1204880699156368
CC[C@H](C)NCCCSC(=O)c1ccc(-c2ccc(OC(=O)N3CNCN3Cc3ccc(CN(C(=O)CC=Cc4ccc(C)cc4)C(=S)NCc4ccccc4OC)cc3)cc2)cc1,53.0,,,crossover,[3],55.0,126.0,0.3424873396963408
COc1ccc2nc(Cl)c(C(C)N3CCN(c4nc(C)c(CC(C)C)c(C)n4)CC3)cc2c1,21.0,,,crossover,[3],76.0,127.0,-0.24247685634551047
COC[C@@H](C)OC(=O)c1ccccc1-c1nc2ccc(OC)cc2cc1CN(Cc1ccc(Cn2cncn2)cc1)C(=O)C1CC1,69.0,,,crossover,[3],51.0,128.0,-0.41655266998088125
CCOc1cc2cc(CN(Cc3ccc(F)cc3)C(=O)C3CC3)c(-c3ccccc3C(=O)O[C@H](C)COC)nc2cc1OCC,70.0,,,crossover,[3],65.0,129.0,0.41592172068376954
CC(C)OCC1(c2ccc(C=O)c(O)c2)CC(C(=O)NC2CC2)CCC1n1c(SCC(=O)N2CCCC[C@H]2C)nnc1-c1ccccc1,87.0,,,crossover,[3],88.0,130.0,-1.8628523191078983
CCOc1cc2nc(Cl)c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c(S(=O)(=O)N[C@H](c2ccccc2)c2ccccn2)c1OCC,65.0,,,crossover,[3],79.0,131.0,0.2003016796174647
COC1CCC2N=C(Cl)C(CN(Cc3ccc(F)cc3)C(=O)C3CC3)=CC2C1(C=O)S(=O)(=O)N[C@H](c1ccccc1)c1ccccn1,78.0,,,crossover,[3],79.0,132.0,-2.920058623133589
CCCC(C)(C)Oc1ccc(OC)c(S(=O)(=O)NC(c2ccc(-n3c(SCC(=O)N4CCCC[C@H]4C)nnc3-c3ccccc3)cc2)c2nc3ccc(OC)cc3cc2CN(Cc2ccc(F)cc2)C(=O)C2CC2)c1,73.0,,,crossover,[3],50.0,133.0,0.6463621091627072
CS(=O)(=O)c1ccc(-c2ccc(C=O)c(O)c2)c([N+](=O)[O-])c1C(=O)NC1CC1,88.0,,,crossover,[3],69.0,134.0,-1.4499697465872057
Cc1cc([N+](=O)[O-])c2nc(-c3ccc(-c4cccc(C(=O)NC5CC5)c4)cc3N=[N+]=[N-])sc2c1,50.0,,,crossover,"[3, 4]",62.0,135.0,0.850536919336464
COc1ccc2nc(Cl)c(C(C)N3CCN(c4nc(C)c(CC(C)C)c(C)n4)CC3)cc2c1,75.0,,,crossover,[3],69.0,136.0,-0.24247685634551047
COc1ccc2nc(C(O)c3cncc(Cl)c3)c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c1,50.0,,,crossover,[3],51.0,137.0,-0.22777256010928676
